"PMID","Title","Authors","Journal","Year","Abstract","DOI","MeSH","Keywords","PublicationType"
29461592,"Health-related quality of life and psychosocial implications in testicular cancer survivors. A literature review.","Cappuccio F; Rossetti S; Cavaliere C; Iovane G; Taibi R; D'Aniello C; Imbimbo C; Facchini S; Abate V; Barberio D; Facchini G","European review for medical and pharmacological sciences",2018,"OBJECTIVE: In this review, we focused our attention on Quality of Life (QoL) of testicular cancer survivors (TCSs), in general and in the most relevant areas. Several key findings have been highlighted in our review. MATERIALS AND METHODS: PubMed, MEDLINE and PsycINFO databases were consulted to find published studies, from 1980 to May 2017, that met our inclusion criteria. RESULTS: The majority of studies investigated older adult TCSs, while few studies on adolescent and young adult patients were available. Many studies indicate that health-related QoL (HRQoL) is similar among the TCSs and the general population. Even if QoL deteriorates so clear at the time of diagnosis and throughout treatment, afterward returns to normal levels, as defined by the matched controls. However, there are numerous chronic conditions consequent to diagnosis and treatment of testicular cancer that plague survivors and affect QoL, like Raynaud-like phenomena, peripheral neuropathy, fatigue, anxiety, sexual, fertility and body image problems. Even if these problems can have no effects on the measures of global QoL, they have an impact on the quality of life. Differences between TCSs with and without a partner bring to different outcomes in the adjustments to cancer. CONCLUSIONS: It is necessary to identify TCSs with higher risks of poorer QoL outcomes, to focus interventions on the areas with the greatest impairments. Further researches should consider the effects of testicular cancer on the impaired areas, collecting more data to better identify survivor's needs and consequent interventions, with a special focus on adolescent and young adult TCSs. Other works are requested on therapies, preventive and ameliorative, to reduce chronic side effects of testicular cancer treatment.","10.26355/eurrev_201802_14290","Cancer Survivors; Chronic Disease; Humans; Male; Quality of Life; Testicular Neoplasms","","Journal Article; Research Support, Non-U.S. Gov't; Review"
29351667,"What to expect and when: benznidazole toxicity in chronic Chagas' disease treatment.","Aldasoro E; Posada E; Requena-Méndez A; Calvo-Cano A; Serret N; Casellas A; Sanz S; Soy D; Pinazo MJ; Gascon J","The Journal of antimicrobial chemotherapy",2018,"BACKGROUND: Benznidazole is one of the two most effective antiparasitic drugs for Chagas' disease treatment. However, knowledge about its toxicity profile is mostly based on post-marketing observational studies. OBJECTIVES: Our study combines data from two prospective clinical trials designed to assess the safety of the drug newly produced by ELEA Laboratories (Abarax®). METHODS: Eligible participants were selected using a consecutive sampling strategy in the CINEBENZ and BIOMARCHA studies between 2013 and 2016 (EUDRACT 2011-002900-34 and 2012-002645-38, respectively, and clinicaltrials.gov NCT01755403 and NCT01755377, respectively). Enrolled subjects received treatment with 5 mg/kg/day benznidazole orally in two divided doses for 8 weeks and were followed up fortnightly. RESULTS: We observed 305 adverse reactions in 85 of 99 participants (85.9%). Each patient had a median of three adverse reactions, 89.5% were mild and the median duration was 12 days. Most adverse reactions appeared in the first month of treatment except arthritis and peripheral neuropathy. Twenty-six patients did not complete treatment: 2 were withdrawn, 1 for ectopic pregnancy and 1 for epilepsy relapse due to cysticercosis; 2 were lost to follow-up; and 22 were owing to adverse reactions, two of them severe. We observed some unexpected adverse reactions that have not been described previously, such as psychiatric symptoms, erectile dysfunction, menstrual cycle alterations and lung infiltration. CONCLUSIONS: There is a very high frequency of adverse reactions to benznidazole. Most adverse reactions are mild, but the treatment burden is significant and unexpected reactions are not rare. Severe reactions are uncommon, but they can be life-threatening. Further studies are necessary to optimize treatment.","10.1093/jac/dkx516","Administration, Oral; Adolescent; Adult; Aged; Aged, 80 and over; Chagas Disease; Drug-Related Side Effects and Adverse Reactions; Female; Follow-Up Studies; Humans; Male; Middle Aged; Nitroimidazoles; Prospective Studies; Trypanocidal Agents; Young Adult","","Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't"
29253151,"Management of Zika virus in pregnancy: a review.","Perry H; Khalil A; Aarons E; Russell K; O'Brien P","British medical bulletin",2017,"INTRODUCTION/BACKGROUND: Since 2015, an epidemic of Zika virus spread across the Americas. This coincided with an increased incidence of microcephaly reported at birth in Brazil, with subsequent evidence of a causal association. SOURCES OF DATA: Systemic reviews, observational studies, public health organizations. AREAS OF AGREEMENT: Zika virus causes microcephaly and brain abnormalities in infants born to mothers infected during or shortly before pregnancy. Zika virus is a trigger for Guillain Barre Syndrome. Whilst mosquito bite is the main route of transmission, sexual transmission is another confirmed route. AREAS OF CONTROVERSY: Uncertainty remains regarding the proportion of Zika-infected pregnancies that will give rise to a significantly affected infant. GROWING POINTS: The development of a vaccine remains a priority whilst public health efforts continue to educate at risk populations on reducing transmission. AREAS TIMELY FOR DEVELOPING RESEARCH: Follow-up studies of affected infants are vital to inform on prognosis and guide screening programmes of the future.","10.1093/bmb/ldx038v1","Communicable Diseases, Emerging; Disease Outbreaks; Female; Humans; Infant, Newborn; Microcephaly; Observational Studies as Topic; Pregnancy; Pregnancy Complications, Infectious; Public Health Surveillance; Risk Factors; Zika Virus; Zika Virus Infection","Zika virus; microcephaly; pregnancy","Journal Article; Review"
29237652,"Evidence-based recommendations on care for breast cancer survivors for primary care providers: a review of evidence-based breast cancer guidelines.","Spronk I; Korevaar JC; Schellevis FG; Albreht T; Burgers JS","BMJ open",2017,"OBJECTIVE: To review evidence-based (EB) recommendations on survivorship care for primary care providers (PCPs) in EB breast cancer guidelines. DESIGN AND SETTING: Guidelines were collected via experts and via literature database, guideline database and cancer agency websites searches. METHOD: EB guidelines in any language published between 2012 and 2017 were collected. EB recommendations on survivorship care relevant for PCPs were extracted and grouped into three categories (recurrence detection, long-term effects and recurrence prevention). The content of the recommendations was analysed and summarised in the number and type of clinical topics addressed. The Appraisal of Guidelines for Research and Evaluation II instrument was used to evaluate the methodological quality of the guidelines. RESULTS: Six guidelines, of which two were of acceptable methodological quality, were included. One was specifically made for general practitioners. Fifteen clinical topics were identified. Guidelines differed in the clinical topics addressed and for some identical topics in the content of the recommendations. Many recommendations were based on low-quality evidence. Recurrence detection received most attention, physical examination and mammography were often highlighted. Potential complications largely varied in number and type. Intimacy concerns, vaginal dryness, dyspareunia, fatigue, menopausal symptoms, peripheral neuropathy and lymphedema were reported in more than one guideline. Recurrence prevention was mentioned in four guidelines; all recommended physical activity. CONCLUSION: The number of EB recommendations in guidelines is limited. Moreover, recommendations differ between guidelines and most are based on low-quality evidence. More high-quality research is needed to develop and adapt guidelines to support PCPs in providing optimal breast cancer survivorship care.","10.1136/bmjopen-2016-015118","Breast Neoplasms; Cancer Survivors; Evidence-Based Medicine; Female; General Practitioners; Humans; Neoplasm Recurrence, Local; Practice Guidelines as Topic; Primary Health Care","breast tumours; primary care","Journal Article; Review"
29235746,"Clinical Problem Solving: A Tobacco Merchant Who Can't Spit.","Benizri S; Agmon-Levin N; Kitrey ND; Carter D; Goshen E; Sharabi Y","The Israel Medical Association journal : IMAJ",2017,"A 47 year old man presented with a combination of dry mouth and lightheadedness while standing. His medical background was unremarkable except for cigarette smoking and hyperlipidemia. Sjögren's syndrome was ruled out, and he was referred for evaluation of orthostatic hypotension, which by then included syncopal episodes and injuries. Additional symptoms included dry eyes, constipation, reduced sweating, and erectile dysfunction. After excluding medications and structural cardiac abnormalities as causes of orthostatic hypotension, a clinical autonomic evaluation was performed. The pattern of beat-to-beat blood pressure associated with performance of the Valsalva maneuver, and a low plasma norepinephrine level that did not increase in response to standing, established that the orthostatic hypotension was neurogenic. Treatment with an alpha-adrenoceptor agonist and fludrocortisone yielded partial improvement. After systemic diseases involving autonomic failure were excluded, cardiac sympathetic neuroimaging was performed by 123I-metaliodobenzylguanidine (MIBG) scanning. The normal uptake seen in the heart indicated intact post ganglionic sympathetic innervation. There were no signs of central neurodegeneration or peripheral neuropathy. Because of symptoms and signs of both parasympathetic and sympathetic failure without denervation, an autonomic ganglionopathy was considered. A high titer of antibody to the neuronal nicotinic receptor, which mediates ganglionic neurotransmission, was obtained. The diagnosis of autoimmune autonomic ganglionopathy (AAG) was made, and the management strategy shifted to first lowering the antibody burden by plasma exchanges and then instituting chronic anti-autoimmune treatment with rituximab and a low dose of cortiosteroid. The patient showed remarkable improvement.",NA,"Autoantibodies; Autoimmune Diseases of the Nervous System; Autonomic Nervous System Diseases; Constipation; Diagnosis, Differential; Dry Eye Syndromes; Erectile Dysfunction; Ganglia, Autonomic; Glucocorticoids; Humans; Hypotension, Orthostatic; Immunologic Factors; Male; Middle Aged; Receptors, Nicotinic; Rituximab; Synaptic Transmission; Xerostomia","","Case Reports; Journal Article"
29135584,"Concomitant medication polypharmacy, interactions and imperfect adherence are common in Australian adults on suppressive antiretroviral therapy.","Siefried KJ; Mao L; Cysique LA; Rule J; Giles ML; Smith DE; McMahon J; Read TR; Ooi C; Tee BK; Bloch M; de Wit J; Carr A","AIDS (London, England)",2018,"OBJECTIVES: We quantified concomitant medication polypharmacy, pharmacokinetic and pharmacodynamic interactions, adverse effects and adherence in Australian adults on effective antiretroviral therapy. DESIGN: Cross-sectional. METHODS: Patients recruited into a nationwide cohort and assessed for prevalence and type of concomitant medication (including polypharmacy, defined as ≥5 concomitant medications), pharmacokinetic or pharmacodynamic interactions, potential concomitant medication adverse effects and concomitant medication adherence. Factors associated with concomitant medication polypharmacy and with imperfect adherence were identified using multivariable logistic regression. RESULTS: Of 522 participants, 392 (75%) took a concomitant medication (mostly cardiovascular, nonprescription or antidepressant). Overall, 280 participants (54%) had polypharmacy of concomitant medications and/or a drug interaction or contraindication. Polypharmacy was present in 122 (23%) and independently associated with clinical trial participation, renal impairment, major comorbidity, hospital/general practice-based HIV care (versus sexual health clinic) and benzodiazepine use. Seventeen participants (3%) took at least one concomitant medication contraindicated with their antiretroviral therapy, and 237 (45%) had at least one pharmacokinetic/pharmacodynamic interaction. Concomitant medication use was significantly associated with sleep disturbance and myalgia, and polypharmacy of concomitant medications with diarrhoea, fatigue, myalgia and peripheral neuropathy. Sixty participants (12%) reported imperfect concomitant medication adherence, independently associated with requiring financial support, foregoing necessities for financial reasons, good/very good self-reported general health and at least 1 bed day for illness in the previous 12 months. CONCLUSION: In a resource-rich setting with universal healthcare access, the majority of this sample took a concomitant medication. Over half had at least one of concomitant medication polypharmacy, pharmacokinetic or pharmacodynamic interaction. Concomitant medication use was associated with several adverse clinical outcomes.","10.1097/QAD.0000000000001685","Adult; Aged; Anti-Retroviral Agents; Australia; Cross-Sectional Studies; Drug Interactions; Female; HIV Infections; Humans; Male; Medication Adherence; Middle Aged; Polypharmacy","","Journal Article"
29031318,"Symptom clustering and quality of life in patients with ovarian cancer undergoing chemotherapy.","Nho JH; Reul Kim S; Nam JH","European journal of oncology nursing : the official journal of European Oncology Nursing Society",2017,"PURPOSE: The symptom clusters in patients with ovarian cancer undergoing chemotherapy have not been well evaluated. We investigated the symptom clusters and effects of symptom clusters on the quality of life of patients with ovarian cancer. METHOD: We recruited 210 ovarian cancer patients being treated with chemotherapy and used a descriptive cross-sectional study design to collect information on their symptoms. To determine inter-relationships among symptoms, a principal component analysis with varimax rotation was performed based on the patient's symptoms (fatigue, pain, sleep disturbance, chemotherapy-induced peripheral neuropathy, anxiety, depression, and sexual dysfunction). RESULTS: All patients had experienced at least two domains of concurrent symptoms, and there were two types of symptom clusters. The first symptom cluster consisted of anxiety, depression, fatigue, and sleep disturbance symptoms, while the second symptom cluster consisted of pain and chemotherapy-induced peripheral neuropathy symptoms. Our subgroup cluster analysis showed that ovarian cancer patients with higher-scoring symptoms had significantly poorer quality of life in both symptom cluster 1 and 2 subgroups, with subgroup-specific patterns. The symptom clusters were different depending on age, age at disease onset, disease duration, recurrence, and performance status of patients with ovarian cancer. In addition, ovarian cancer patients experienced different symptom clusters according to cancer stage. CONCLUSIONS: The current study demonstrated that there is a specific pattern of symptom clusters, and symptom clusters negatively influence the quality of life in patients with ovarian cancer. Identifying symptom clusters of ovarian cancer patients may have clinical implications in improving symptom management.","10.1016/j.ejon.2017.07.007","Adult; Aged; Aged, 80 and over; Antineoplastic Agents; Cross-Sectional Studies; Female; Humans; Middle Aged; Neoplasm Recurrence, Local; Ovarian Neoplasms; Quality of Life; Syndrome","Chemotherapy; Ovarian cancer; Quality of life; Symptom clusters","Journal Article"
28830281,"Administration of daily 5 mg tadalafil improves endothelial function in patients with benign prostatic hyperplasia.","Amano T; Earle C; Imao T; Matsumoto Y; Kishikage T","The aging male : the official journal of the International Society for the Study of the Aging Male",2018,"INTRODUCTION: Tadalafil is a promising phosphodiesterase (PDE) 5 inhibitor prescribed for erectile dysfunction (ED). Daily low dose (5 mg) of tadalafil has also been used for the treatment of male lower urinary tract symptoms (LUTS) associated with benign prostate hyperplasia (BPH). PDE5 inhibitors induce relaxation of smooth muscle cells in the urethra, prostate, bladder neck, and blood vessels. The aim of this study was to investigate the efficacy of tadalafil on vessels endothelial function, in patients with male LUTS symptoms associated with BPH. METHODS: The Institutional Review Board (IRB) approved this clinical study and informed consents had been obtained from 81 BPH patients. The following male LUTS parameters: international prostate symptom score (IPSS), overactive bladder symptom score (OABSS), voiding volume, max and mean voiding flow on voiding flowmetry examination and post-voiding residual urine (RU) were compared at 0, 1, 3, 6, and 12 months after a daily dose of 5 mg tadalafil. In addition, erectile function was evaluated by the sexual health inventory for men (SHIM) score and vessels endothelial function and peripheral neuropathy were assessed by the brachial-ankle pulse wave velocity (baPWV), ankle brachial index (ABI), and vibration perception threshold (VPT) at 0, 3, 6, and 12 months after treatment. RESULTS: The mean age of 81 patients was 66.4 ± 11.4 years old. Their prostate size was 30.2 ± 22.1 ml. Male LUTS parameters including IPSS, OABSS, and RU showed significant improvement from 1 to 12 months after tadalafil administration. Max and mean voiding flow was significantly increased at 6 months after tadalafil treatment. The SHIM score showed significant improvement after 3 months. Whilst, the results of baPWV also showed significant improvement from 3 to 12 months. ABI was also significantly improved at 6 months. However, there was no change in the VPT at any time point. CONCLUSIONS: Tadalafil is effective for both male LUTS and ED. It is also shown that tadalafil improves baPWV, which we can conclude that higher vessels elasticity has been obtained. This major finding of this study shows that tadalafil has the potency to improve vessels endothelial dysfunction in patients with BPH.","10.1080/13685538.2017.1367922","Aged; Ankle Brachial Index; Endothelium, Vascular; Erectile Dysfunction; Humans; Lower Urinary Tract Symptoms; Male; Middle Aged; Penile Erection; Phosphodiesterase 5 Inhibitors; Prospective Studies; Prostate; Prostatic Hyperplasia; Pulse Wave Analysis; Tadalafil","Tadalafil; endothelial function; erectile dysfunction; male lower urinary tract symptoms","Journal Article"
28743168,"Calorie restriction reverses age-related alteration of cavernous neurovascular structure in the rat.","Limanjaya A; Song KM; Choi MJ; Ghatak K; Minh NN; Kang DH; Ock J; Yin GN; Chung HY; Ryu JK; Suh JK","Andrology",2017,"Calorie restriction (CR) refers to a reduction of calorie intake without compromising essential nutrients to avoid malnutrition. CR has been established as a non-genetic method of altering longevity and attenuating biological changes associated with aging. Aging is also an important risk factor for erectile dysfunction. The aim of this study was to examine whether CR diet can reverse the age-related alterations of erectile tissue in the aged rat. Four groups of rats were used: young rats (7 months) + ad libitum, aged rats (22 months) + ad libitum, young rats + CR diet, and aged rats + CR diet. The ad libitum group had free access to both food and water, and CR groups were fed 60% of the food intake of their ad libitum littermates, starting from 6 weeks before sacrifice. The penis was harvested and stained with antibodies to von Willebrand factor, smooth muscle α-actin, platelet-derived growth factor receptor-β, phospho-eNOS, nNOS, and neurofilament. We also performed Masson trichrome staining and TUNEL assay. The blood samples were collected for the measurement of serum total testosterone level. The contents of endothelial cells, smooth muscle cells, pericytes, and neuronal cells as well as serum testosterone levels were significantly lower in the penis of aged rats than in their young littermates. CR significantly restored cavernous endothelial cells, smooth muscle cells, pericytes, and neuronal cell contents and decreased cavernous endothelial cell apoptosis and fibrosis in both young and aged rats. CR also increased serum testosterone level in aged rats, but not in young rats. CR successfully improved age-related derangements in penile neurovascular structures and hormonal disturbance. Along with a variety of lifestyle modifications, our study gave us a scientific rationale for CR as a non-pharmaceutical strategy to reprogram damaged erectile tissue toward neurovascular repair in aged men.","10.1111/andr.12401","Aging; Animals; Apoptosis; Caloric Restriction; Endothelium, Vascular; Erectile Dysfunction; Fibrosis; Male; Nerve Regeneration; Nitric Oxide Synthase Type III; Penis; Phosphorylation; Rats; Testosterone","ageing/aging; angiopathy; calorie restriction; erectile dysfunction; peripheral neuropathy","Journal Article"
28654153,"Survivorship and the chronic cancer patient: Patterns in treatment-related effects, follow-up care, and use of survivorship care plans.","Frick MA; Vachani CC; Bach C; Hampshire MK; Arnold-Korzeniowski K; Metz JM; Hill-Kayser CE","Cancer",2017,"BACKGROUND: The survivorship needs of patients living with chronic cancer (CC) and their use of survivorship care plans (SCPs) have been overlooked and underappreciated. METHODS: A convenience sample of 39,088 SCPs completed for cancer survivors with an Internet-based SCP tool was examined; it included 5847 CC survivors (15%; CC was defined as chronic leukemia and/or recurrent/metastatic cancer of another nature). Patient-reported treatment effects and follow-up care patterns were compared between CC survivors and survivors treated with curative intent (CI). Responses from a follow-up survey regarding SCP satisfaction and use were reviewed. RESULTS: CC survivors had greater odds of experiencing multiple treatment-related effects than survivors treated with CI; these effects included fatigue, cognitive changes, dyspnea, peripheral neuropathy, lymphedema, and erectile dysfunction. Nearly half of CC survivors were managed by an oncologist alone, and they were less likely than CI patients to be comanaged by a primary care provider and an oncologist. Fewer SCPs were generated by health care providers (HCPs) for CC survivors versus CI survivors. A smaller proportion of CC users versus CI users rated their experience and satisfaction with the SCP tool as very good or excellent, and CC users were less likely to share the HCP summary with their health care team. CONCLUSIONS: A substantial number of CC survivors, often considered incurable but treatable, seek survivorship support. Tools to facilitate participation, communication, and coordination of care are valuable for these patients, and future iterations of SCPs should be designed to address the particular circumstances of living with CC. Cancer 2017;123:4268-4276. © 2017 American Cancer Society.","10.1002/cncr.30862","Breast Neoplasms; Chronic Disease; Communication; Continuity of Patient Care; Female; Humans; Leukemia; Lymphoma; Male; Middle Aged; Needs Assessment; Neoplasm Recurrence, Local; Neoplasms; Neoplasms, Second Primary; Patient Education as Topic; Patient Reported Outcome Measures; Patient Satisfaction; Survivors","Internet; chronic cancer; metastasis; patient-reported outcomes; residual cancer; survivorship; survivorship care plan","Journal Article"
28492995,"General health status of long-term cervical cancer survivors after radiotherapy.","Sung Uk L; Young Ae K; Young-Ho Y; Yeon-Joo K; Myong Cheol L; Sang-Yoon P; Sang-Soo S; Ji Eun P; Joo-Young K","Strahlentherapie und Onkologie : Organ der Deutschen Rontgengesellschaft ... [et al]",2017,"PURPOSE: To evaluate the global health status of long-term cervical cancer survivors (LCCS) who survived for more than 4 years after curative radiation treatment (RT). PATIENTS AND METHODS: Medical records of 562 women treated with RT in our institution between 2003 and 2010 were reviewed. Excluding 259 women who died of disease or were lost to follow-up, disease status and late morbidities were evaluated in 303 LCCS. Quality of life (QoL) was analyzed in 168 LCCS using a questionnaire from the European Organization for the Research and Treatment of Cancer, and the results were compared with an age-matched healthy Korean female population. RESULTS: Median follow-up was 6.8 years (range 4.1-12.5 years). There were 14 deaths (7 cancer specific) and 14 recurrences (5 local recurrences and 9 distant metastases). The median time to recurrence was 6.0 years (range 4.1-8.2 years). Grade ≥2 late toxicities were frequently observed in the bladder (19%) and small/large intestine (15%). Multivariate analysis revealed a higher rate of late toxicity in patients aged ≥51 years at diagnosis (small/large intestine: hazard ratio, HR, 2.5 [1.2-5.5]; bladder: HR 2.4 [1.3-4.5]; and bone: HR 4.3 [1.2-15.8]) than patients aged <51 years. Compared to the general population, LCCS exhibited a significantly higher rate of body image concerns, sexual dysfunction, lymphedema, and peripheral neuropathy. CONCLUSION: New recurrences occurred in 5% of LCCS and grade ≥2 treatment-related morbidities were present in 33%. A significant proportion of LCCS also showed decreased cervical-cancer-specific QoL. These results suggest the need for long-term surveillance and follow-up care for LCCS.","10.1007/s00066-017-1143-8","Adult; Age Factors; Aged; Aged, 80 and over; Chemoradiotherapy; Female; Follow-Up Studies; Health Status; Humans; Hysterectomy; Intestines; Middle Aged; Neoplasm Staging; Quality of Life; Radiation Injuries; Radiotherapy Dosage; Re-Irradiation; Survival Analysis; Survivors; Urinary Bladder; Uterine Cervical Neoplasms","Gynecology; Quality of life; Side effects; Survival; Toxicity","Journal Article"
27853521,"Zika mosquito vectors: the jury is still out.","Leal WS","F1000Research",2016,"After a 40-year hiatus, the International Congress of Entomology (ICE 2016) convened in Orlando, Florida (September 25-30, 2016). One of the symposia at ICE 2016, the Zika Symposium, covered multiple aspects of the Zika epidemic, including epidemiology, sexual transmission, genetic tools for reducing transmission, and particularly vector competence. While there was a consensus among participants that the yellow fever mosquito, Aedes aegypti, is a vector of the Zika virus, there is growing evidence indicating that the range of mosquito vectors might be wider than anticipated. In particular, three independent groups from Canada, China, and Brazil presented and discussed laboratory and field data strongly suggesting that the southern house mosquito, Culex quinquefasciatus, also known as the common mosquito, is highly likely to be a vector in certain environments.","10.12688/f1000research.9839.1","","Aedes aegypti; Chikungunya; Culex quinquefasciatus; Guillain-Barré syndrome; Zika; microcephaly","Journal Article"
29984946,"[Zika virus infections].","Stock I","Medizinische Monatsschrift fur Pharmazeuten",2016,"The Zika virus is an enveloped RNA virus belonging to the flavivirus family. The virus is transferred to humans primarily through the bite of female Aedes mosquitoes such as A. aegypti, but human-to-human transmission (through sexual contact and from the infected mother to her foetus) also occurs. Until recently, infections with the Zika virus had only little medical significance. For several decades, the virus has sporadically caused benign febrile Dengue-like illnesses in several African and Asian areas. 2007 and 2013/2014, however, two major Zika outbreaks in the Pacific region have been documented. Currently, the biggest Zika virus epidemic ever recorded takes places in several states and territories in South and Central America including the Caribbean islands. During the current outbreak, the virus has been shown to frequently cause severe manifestations, in particular fetal malformations (microcephaly) of the brain, as well as neurological disorders in adults such as Guillain Barré syndrome. Treatment of Zika virus infections is symptomatic and supportive, a specific antiviral therapy does not exist.",NA,"Aedes; Animals; Cross-Sectional Studies; Humans; Microscopy, Electron, Transmission; Prognosis; Zika Virus; Zika Virus Infection","","Journal Article; Review"
27393088,"Zika virus, a pathway to new challenges.","Jamil Z; Waheed Y; Durrani TZ","Asian Pacific journal of tropical medicine",2016,"The current Zika outbreak is largest of its kind with 1.4 million cases in Brazil alone. World Health Organization declared the current outbreak as the public health emergency of international concerns. The major route of Zika virus transmission is mosquito bites. Sexual transmission and monkey bites are also observed in few cases. There is dire need to evaluate the other routes of transmission like blood transfusion, lactation and contact with body fluids. Zika virus is infecting infants, not only causing microcephaly but also creating number of complications resulting in bad outcomes of pregnancy. In Brazil alone, 4000 cases of microcephaly have observed during the current outbreak. The incidence of Guillain-Barre (GB) syndrome is also observed during the current Zika virus outbreak. GB syndrome is acute medical condition leading the patients to death due to weakness of respiratory muscles or can cause the life time disability. There is no anti-viral drug or vaccine available for Zika virus. Zika infection can be prevented by using mosquito repellents, mosquito nets, cooling rooms by air conditions and wearing full sleeves or permethrin-treated clothes. The current outbreak of Zika has not only affected the health care but also caused great economic loss. Estimated loss in Latin America and Caribbean is US$3.5 billion. United Nation's sustainable development goal 3.d stresses the strengthening of early warning, risk reduction and management of national and global health risks. The world will keep on facing new challenges in the form of Ebola or Zika; there is strong need to prepare ourselves for any disease outbreak.","10.1016/j.apjtm.2016.05.020","","Guillain-Barre syndrome; Microcephaly; Mosquito bites; Public health emergency; Zika virus","Journal Article; Review"
26981254,"The impact of poor glycaemic control on the prevalence of erectile dysfunction in men with type 2 diabetes mellitus: a systematic review.","Binmoammar TA; Hassounah S; Alsaad S; Rawaf S; Majeed A","JRSM open",2016,"OBJECTIVE: To determine the impact of poor glycaemic control on the prevalence of erectile dysfunction among men with type 2 Diabetics aged 27 to 85 years. DESIGN: The databases Embase classic+Embase, Global health, Ovid Medline and PsychINFO, were searched for relevant studies in June 2014 using the keywords: (Diabetes Mellitus OR diabetes mellitus type2 OR DM2 OR T2DM OR insulin resistance) AND (erectile dysfunction OR sexual dysfunction OR impotence) AND glycaemic control. SETTING: All study settings were considered (primary care, secondary care and tertiary care setting). PARTICIPANTS: Type 2 Diabetic Patients with erectile dysfunction. MAIN OUTCOME MEASURES: Included studies must include one of the following outcomes: (1) HBA1c for assess the level of glycaemic control; (2) Erectile dysfunction (any stage: IIEF-5 = 21 or less). RESULTS: Five cross-sectional studies involving 3299 patients were included. The findings pointed to a positive association between erectile dysfunction and glycaemic control. Three studies showed a significant positive association, while one study showed only a weak correlation and one study showed borderline significance. Patients' age, diabetes mellitus duration, peripheral neuropathy and body mass index had positive association with erectile dysfunction. However, smoking and hypertension were not associated with erectile dysfunction in most included studies. Physical activity had a protective effect against erectile dysfunction. CONCLUSION: We may conclude that the risk of erectile dysfunction is higher in type 2 diabetic men with poor glycaemic control than those with good control.","10.1177/2054270415622602","","clinical; diabetes; endocrinology; sexual health","Journal Article"
26876955,"Health-Related Quality of Life in Locally Advanced Cervical Cancer Patients After Definitive Chemoradiation Therapy Including Image Guided Adaptive Brachytherapy: An Analysis From the EMBRACE Study.","Kirchheiner K; Pötter R; Tanderup K; Lindegaard JC; Haie-Meder C; Petrič P; Mahantshetty U; Jürgenliemk-Schulz IM; Rai B; Cooper R; Dörr W; Nout RA","International journal of radiation oncology, biology, physics",2016,"PURPOSE: This study analyzed functioning and symptom scores for longitudinal quality of life (QoL) from patients with locally advanced cervical cancer who underwent definitive chemoradiation therapy with image guided adaptive brachytherapy in the EMBRACE study. METHODS AND MATERIALS: In total, 744 patients at a median follow-up of 21 months were included. QoL was prospectively assessed using European Organization for Research and Treatment of Cancer Quality of Life core module 30 (EORTC QLQ-C30) and EORTC cervical cancer module 24 (CX24) questionnaires at baseline, then every 3 months during the first year, every 6 months in the second and third years, and finally yearly thereafter in patients with no evidence of disease. Outcomes were evaluated over time and compared to those from an age-matched female reference population. RESULTS: General QoL and emotional and social functioning were impaired at baseline but improved during the first 6 months after treatment, to reach a level comparable to that of the reference population, whereas cognitive functioning remained impaired. Both social and role functioning showed the lowest scores at baseline but which increased after treatment to reach a plateau at 6 months and then declined slightly at 3 and 4 years. The overall symptom experience was elevated at baseline and decreased to a level within the range of that of the reference population. Similarly, tumor-related symptoms (eg, pain, appetite loss, and constipation), which were present before treatment, decreased substantially at the first follow-up after treatment. Several treatment-related symptoms developed either immediately after and persisted over time (diarrhea, menopausal symptoms, peripheral neuropathy, and sexual functioning problems) or developed gradually after treatment (lymphedema and dyspnea). CONCLUSIONS: This longitudinal prospective QoL analysis showed that patients' general QoL and functioning were impaired before treatment compared to those of reference data. Several tumor-related symptoms resolved after treatment, and functioning and general QoL returned to that of the level of the reference population, indicating a transient impact of diagnosis and treatment. However, several treatment-related symptoms and problems did develop and persist, either immediately or gradually after treatment.","10.1016/j.ijrobp.2015.12.363","Adult; Aged; Aged, 80 and over; Brachytherapy; Chemoradiotherapy; Female; Follow-Up Studies; Health Status; Humans; Middle Aged; Prospective Studies; Quality of Life; Radiotherapy Dosage; Radiotherapy, Image-Guided; Recovery of Function; Sexual Behavior; Surveys and Questionnaires; Time Factors; Uterine Cervical Neoplasms; Young Adult","","Journal Article; Research Support, Non-U.S. Gov't"
